4.06E-05,4.06E-05,0.324344083,0,0,0.025018276,0.048411989,0.405978393,0.020753797,0.093087483,0.005198603,0,0.076598164,0.000527983
7.57E-05,0.005868322,0.33775035,7.57E-05,0,0.054821489,0.054707909,0.291674554,0.105629804,0.053004202,0.005754742,0.000189301,0.089425662,0.001022224
0,0.001351748,0.229591537,0,0,0.066764619,0.101528063,0.448163385,0.008639436,0.105553923,0.016632383,0.000205701,0.020540699,0.001028504
0,0.000819119,0.165172979,0.000192734,0,0.075021683,0.182952684,0.284137997,0.026934567,0.074347114,0.084128361,0,0.10542546,0.000867303
6.30E-05,0.009448224,0.055303603,0.000503905,0.000251953,0.087742504,0.084215168,0.467939027,0.085726883,0.119992441,0.07797934,0,0.009826153,0.001007811
0,0.030337384,0.192182115,0,0.000589516,0.103165246,0.124433158,0.324006893,0.019136586,0.055369128,0.120578632,0.009160167,0.020905133,0.000136042
0,0.000246632,0.153220088,0.000277461,0.006474088,0.097388784,0.104448623,0.325215032,0.005888337,0.035576656,0.258778555,0.011406727,6.17E-05,0.001017357
0,0.018173977,0.287703302,9.24E-05,0.023502957,0.083477082,0.106117546,0.334123953,6.16E-05,0.01158206,0.110245195,0.015925333,0.008686545,0.000308034
0,0.000826617,0.133085348,0.001322587,0.027691672,0.126348419,0.096796859,0.405373011,0.006902253,0.038313701,0.112461252,0.044265344,0.005786319,0.000826617
0,0.019565951,0.155852918,0.00196784,0.056730012,0.067749916,0.027324862,0.293995277,0.25660632,0.011301023,0.073765883,0.026200382,0.007758912,0.001180704
0,0.031772274,0.136828183,6.01E-05,0.182126969,0.080497776,0.084645906,0.223968979,0.003156186,0.045990141,0.141878081,0.032102922,0.035950463,0.001022003
4.38E-05,0.071550629,0.15357315,0,0.016649871,0.06489068,0.105069447,0.281996232,0.001664987,0.016868948,0.203522762,0.056346668,0.027384656,0.000438154
0,0.003501027,0.09475607,0.000304437,0.069107238,0.068650582,0.074358779,0.277418373,0.008676459,0.070477205,0.250627902,0.067128396,0.014156328,0.000837202
0,0.078583821,0.089378655,0,0.086230161,0.065154533,0.066246868,0.255606246,0.067724732,0.018312665,0.205744394,0.039067018,0.027244105,0.000706805
0.000285429,0.000742115,0.072184958,0.0001998,0.042157842,0.058284573,0.060396746,0.227772228,0.007563865,0.029484801,0.43887541,0.021978022,0.036021122,0.00405309
